Target,Marital status,Application mode,Application order,Course,Daytime/evening attendance	=0,Daytime/evening attendance	=1,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced=0,Displaced=1,Educational special needs=0,Educational special needs=1,Debtor=0,Debtor=1,Tuition fees up to date=0,Tuition fees up to date=1,Gender=0,Gender=1,Scholarship holder=0,Scholarship holder=1,Age at enrollment,International=0,International=1,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
Graduate,-0.295,-1.011,-0.554,0.13248,0,1,-0.350,1.3943,-0.126,-1.062,-1.387,-0.339,-0.278,1.6589,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,0.646,0.418,0.785367,-0.199,-0.282,-0.106,-0.523,0.519,0.595585,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-1.011,3.252,0.31180,0,1,-0.350,-0.8048,-0.126,-1.190,-1.387,-0.264,-0.278,-0.5095,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,-0.301,0.294,-0.072,0.418,0.53874,-0.199,-0.282,0.805,-0.016,1.182,0.69235,-0.199,0.876,-1.105,0.3472
Enrolled,-0.295,-0.095,-0.554,0.31180,0,1,-0.350,0.6360,-0.126,-1.126,1.025,-0.339,-0.041,0.5816,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,0.168,0.741,0.385171,-0.199,-0.282,0.805,1.757,0.187,0.569994,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,0.4085,-0.126,-1.190,1.155,-0.264,-0.318,1.5830,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,0.0293,-0.126,1.182,0.960,-0.074,-0.160,-0.4750,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,-0.072,-0.228,0.4355,1.248,-0.282,-0.561,0.491,-0.145,0.291695,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,1.163,-0.554,0.11067,0,1,-0.154,1.3185,-0.126,-1.126,-1.256,-0.264,-0.160,3.1989,0,1,1,0,1,0,0,1,1,0,1,0,0.229,1,0,0.123,-0.109,-0.311,0.418,1.28354,-0.199,0.239,-0.106,-0.523,0.519,1.20336,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.44412,0,1,-0.350,0.2568,-0.126,-0.036,-0.213,-0.264,-0.318,-0.0537,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-0.550,0.418,0.521533,-0.199,-0.282,-0.106,-0.523,0.519,0.915469,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-1.011,-0.554,0.48289,0,1,-0.350,-0.2740,-0.126,-0.036,1.025,-0.339,-0.160,-0.0054,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,0.168,0.095,0.321937,-0.199,-0.282,-0.106,0.491,-0.145,0.243712,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,1.163,-0.554,0.11067,0,1,-0.350,-0.3498,-0.126,-0.036,-1.387,-0.074,-0.041,2.1009,0,1,1,0,1,0,0,1,1,0,1,0,0.360,1,0,-0.301,-0.109,-0.311,0.418,1.2098,-0.199,-0.282,-0.106,-0.016,0.519,0.778376,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-0.095,0.207,0.14072,0,1,-0.350,-0.1223,-0.126,-1.190,-0.213,-0.264,-0.239,-0.4681,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,-0.301,-0.512,0.407,-0.228,0.229022,-0.199,-0.282,-0.561,-0.523,0.187,0.262905,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-1.011,-0.554,0.14072,0,1,-0.350,-0.1982,-0.126,1.182,1.025,-0.339,-0.080,-0.1504,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,1.364,-1.198,0.0741627,-0.199,-0.282,-0.561,-0.523,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.095,-0.554,0.31180,0,1,-0.350,1.3185,-0.126,1.118,0.960,-0.074,-0.080,0.2294,1,0,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.697,-0.072,0.741,0.923675,-0.199,-0.282,0.805,-0.016,0.851,0.937404,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,2.4560,-0.126,1.118,1.025,-0.074,-0.120,1.7556,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.072,0.418,1.00332,-0.199,-0.282,-0.106,-0.269,0.519,0.778376,-0.199,1.740,-0.671,-0.4062
Graduate,1.356,1.392,-0.554,0.54977,1,0,-0.350,0.0369,-0.126,1.118,0.960,-0.074,-0.160,-0.9308,1,0,1,0,1,0,0,1,1,0,0,1,1.151,1,0,0.970,1.504,0.886,0.741,0.10366,-0.199,1.803,1.716,0.491,1.182,0.339678,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,-0.5015,-0.126,-1.062,-1.387,-0.226,-0.239,-0.0883,1,0,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.142989,-0.199,-0.282,-0.106,-0.016,0.519,0.211724,-0.199,1.477,1.137,-1.7897
Enrolled,-0.295,-1.011,2.491,0.31180,0,1,-0.350,-2.3973,-0.126,-1.190,-1.387,-0.301,-0.278,-1.6973,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,0.294,0.168,0.095,0.2889,-0.199,-0.282,0.350,0.237,0.519,0.295808,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-0.095,0.968,0.14072,0,1,-0.350,-0.5773,-0.126,1.182,-0.213,-0.150,-0.160,-0.0883,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.512,-0.311,0.095,0.108576,-0.199,-0.282,-0.561,0.237,-0.145,0.0997644,-0.199,1.477,1.137,-1.7897
Graduate,4.658,1.163,-0.554,0.39420,0,1,-0.350,-2.4732,-0.126,1.118,0.960,-0.264,-0.041,-0.4819,1,0,1,0,0,1,0,1,1,0,0,1,2.074,1,0,-0.301,-0.512,-0.550,0.095,-0.00842878,-0.199,-0.282,-0.561,-0.269,-0.145,0.0997644,-0.199,-0.813,-1.467,-1.3755
Enrolled,-0.295,-1.011,-0.554,0.13248,0,1,-0.350,-1.1840,-0.126,-1.190,-1.387,-0.074,-0.080,-1.2208,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.512,0.407,-0.228,0.383881,-0.199,-0.282,-0.561,0.997,-0.808,0.531608,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,2.0010,-0.126,-1.062,-1.387,-0.264,-0.278,2.4324,0,1,1,0,0,1,1,0,1,0,1,0,-0.694,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,-0.554,0.44412,0,1,-0.350,3.3660,-0.126,-1.126,-1.387,4.241,4.908,1.9835,1,0,1,0,0,1,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.550,0.418,1.03773,-0.199,-0.282,-0.106,-0.523,0.519,0.69155,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,1.7735,-0.126,-1.062,-1.256,-0.339,-0.358,1.4310,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,2.241,2.310,0.886,2.357,0.968903,-0.199,1.803,2.171,1.757,2.178,0.915469,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,-1.011,2.491,0.31180,0,1,-0.350,-0.5773,-0.126,-1.190,-1.387,-0.301,-0.120,-0.7858,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,0.168,0.418,0.318496,-0.199,-0.282,0.350,0.237,0.519,0.298093,-0.199,1.740,-0.671,-0.4062
Enrolled,-0.295,-1.011,0.207,0.14072,0,1,-0.350,-0.1982,-0.126,1.118,0.960,-0.074,-0.080,-0.6338,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,-0.072,-0.875,-0.132316,-0.199,-0.282,-0.561,0.237,-0.476,0.211724,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,1.392,-0.554,0.07093,0,1,-0.350,-0.5773,-0.126,-1.190,1.025,-0.264,-0.160,-0.1366,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,3.512,3.117,3.518,1.388,0.280641,2.696,2.845,2.627,3.277,1.182,0.19573,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-1.011,-0.554,0.14072,0,1,-0.350,-0.4257,-0.126,-0.036,-0.213,-0.226,-0.239,0.1949,0,1,1,0,1,0,0,1,1,0,1,0,-0.167,1,0,-0.301,-0.512,-0.072,-0.552,-0.0634898,-0.199,-0.282,-0.561,0.744,-0.808,-0.0441835,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,-0.095,-0.554,0.19258,0,1,-0.350,-0.8807,-0.126,-1.190,-1.387,-0.264,-0.278,-0.2678,0,1,1,0,1,0,0,1,0,1,1,0,-0.299,1,0,-0.301,-0.109,0.646,0.418,0.108576,-0.199,-0.282,-0.106,1.504,-0.476,0.851492,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,1.392,-0.554,0.10340,0,1,-0.350,0.1810,-0.126,-0.036,-0.213,-0.074,-0.080,-0.2885,0,1,1,0,1,0,0,1,0,1,0,1,-0.430,1,0,-0.301,-0.109,-0.072,-0.552,0.0741627,-0.199,-0.282,-0.106,-0.016,-0.808,0.211724,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,0.207,-4.20952,0,1,-0.350,-0.5773,-0.126,1.182,-0.213,-0.074,-0.080,-0.6684,0,1,1,0,1,0,0,1,0,1,0,1,-0.299,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,-0.554,0.19258,0,1,-0.350,0.4085,5.659,-1.190,-1.387,-0.074,-0.080,-0.0330,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,0,1,-0.301,-0.109,-0.311,0.418,0.457623,-0.199,-0.282,-0.106,-0.016,0.187,0.301291,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,1.730,0.31180,0,1,-0.350,0.2568,-0.126,-0.036,1.025,-0.074,-0.080,-0.2747,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.697,-0.072,0.741,0.761442,-0.199,-0.282,0.805,-0.016,0.851,0.786601,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,0.7118,-0.126,-1.190,1.025,-0.226,-0.160,0.0499,1,0,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,-0.109,-0.311,0.418,0.900077,-0.199,-0.282,-0.106,-0.523,0.519,1.17138,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-0.2740,-0.126,-0.036,0.960,-0.074,-0.080,-0.6545,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,0.168,0.095,0.611007,1.248,-0.282,-0.561,-0.776,0.187,0.41645,-0.199,0.426,1.788,-0.7499
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,0.1052,-0.126,-1.190,-1.387,-0.339,-0.160,0.0982,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.512,0.886,0.095,0.457623,2.696,-0.282,-0.561,-0.016,-0.145,0.579591,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,-0.095,0.207,0.48289,0,1,-0.350,-0.7290,-0.126,-1.062,-1.387,-0.339,-0.318,-0.1988,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.311,-0.875,0.796838,-0.199,-0.282,-0.106,-0.523,-1.140,-0.0441835,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,1.163,-0.554,0.54977,1,0,-0.350,1.3185,-0.126,-0.036,1.025,-0.074,-0.120,0.9614,1,0,0,1,1,0,0,1,1,0,1,0,0.097,1,0,-0.301,-0.512,-0.311,-0.552,0.00533646,-0.199,-0.282,-0.561,-0.269,-0.476,0.0517818,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-1.011,-0.554,0.19258,0,1,-0.350,-0.2740,-0.126,-1.190,-1.387,-0.264,-0.358,-0.0537,1,0,1,0,0,1,1,0,1,0,0,1,-0.299,1,0,-0.301,-0.109,-0.311,0.418,0.575611,-0.199,-0.282,-0.106,-0.016,0.519,0.211724,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,0.968,0.31180,0,1,-0.350,0.1052,-0.126,-1.190,0.960,-0.112,-0.160,-0.4474,0,1,1,0,1,0,0,1,0,1,0,1,-0.694,1,0,-0.301,0.294,0.886,0.741,0.222139,-0.199,-0.282,0.805,1.251,-0.145,0.122412,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-0.095,-0.554,0.14072,0,1,-0.350,-0.4257,-0.126,-1.190,0.960,-0.264,-0.120,-0.4059,0,1,1,0,1,0,0,1,0,1,0,1,-0.430,1,0,-0.301,-0.512,0.646,-0.228,0.280641,-0.199,-0.282,-0.561,-0.776,0.187,0.493222,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,-0.038,0.207,0.48289,0,1,-0.350,-0.7290,-0.126,-1.190,-1.256,-0.074,-0.358,-0.2264,0,1,1,0,0,1,1,0,1,0,1,0,-0.430,1,0,-0.301,-0.109,0.646,0.095,0.528416,-0.199,-0.282,-0.106,-0.016,-0.145,0.0997644,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-0.095,0.968,0.19258,0,1,-0.350,-0.4257,-0.126,-0.485,1.025,-0.226,-0.160,-0.6960,0,1,1,0,0,1,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.311,0.095,0.321937,-0.199,-0.282,-0.106,0.491,-0.145,0.38766,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,1.163,-0.554,0.33895,0,1,-0.350,0.0369,-0.126,1.182,-0.213,-0.074,-0.199,-1.8631,0,1,1,0,1,0,0,1,1,0,0,1,0.229,1,0,-0.301,0.294,0.646,0.095,0.400399,-0.199,-0.282,0.350,0.237,0.519,0.369838,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,-0.095,2.491,0.18483,0,1,-0.350,-0.1223,-0.126,-0.036,0.960,-0.226,-0.160,-0.4681,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,0.168,0.095,0.142989,-0.199,-0.282,-0.106,-0.523,0.519,0.115759,-0.199,0.876,-1.105,0.3472
Dropout,1.356,1.163,-0.554,-4.27640,0,1,-0.350,-0.9565,-0.126,1.182,-1.387,-0.074,-0.239,1.8523,1,0,1,0,0,1,0,1,0,1,1,0,1.547,1,0,-0.301,0.294,0.168,-1.521,-2.1971,-0.199,-0.282,0.350,-0.016,-1.472,-1.96349,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-1.011,1.730,0.31180,0,1,-0.350,0.0293,-0.126,-0.036,-0.213,-0.074,-0.239,-0.4750,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.294,0.168,0.418,0.369132,-0.199,-0.282,0.805,-0.016,1.182,0.723539,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,0.0293,-0.126,1.182,1.025,-0.074,-0.080,0.0775,0,1,1,0,1,0,0,1,0,1,0,1,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.48712,-0.199,-0.282,-0.106,-0.523,0.519,0.531608,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,0.7877,-0.126,-1.062,-0.213,-0.301,-0.041,-0.0123,1,0,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,0.697,-0.072,0.741,0.804212,-0.199,-0.282,0.805,-0.016,0.851,0.826358,-0.199,-0.288,0.124,0.7658
Enrolled,-0.295,1.392,-0.554,0.31180,0,1,-0.350,0.5602,-0.126,-0.036,1.025,-0.074,-0.160,-0.0883,0,1,1,0,1,0,0,1,0,1,0,1,-0.562,1,0,-0.301,0.294,-0.072,0.095,0.115458,-0.199,-0.282,0.350,-0.016,0.187,0.186133,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-0.095,-0.554,0.10340,0,1,-0.350,1.8493,-0.126,-1.062,-1.256,-0.301,-0.318,1.3274,1,0,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,1.10656,-0.199,-0.282,-0.106,-0.523,0.519,0.659562,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,1.163,-0.554,0.13248,0,1,1.412,0.0369,-0.126,-0.036,-1.256,-0.074,-0.358,0.8993,0,1,1,0,0,1,0,1,0,1,1,0,0.097,1,0,-0.301,-0.109,1.125,0.095,0.516617,-0.199,-0.282,-0.106,1.757,-0.476,0.467631,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,1.392,-0.554,-0.40839,1,0,-0.350,0.9393,0.597,0.925,0.764,-0.415,-0.437,0.5195,0,1,1,0,1,0,0,1,0,1,1,0,0.229,0,1,3.089,3.117,3.518,2.034,0.216117,-0.199,2.845,1.716,3.024,1.182,0.175166,-0.199,-0.813,-1.467,-1.3755
Enrolled,-0.295,1.163,-0.554,0.12715,0,1,-0.350,-0.1982,-0.126,1.118,-1.256,-0.074,-0.318,0.6921,0,1,1,0,1,0,0,1,0,1,1,0,0.624,1,0,-0.301,-0.512,0.646,-0.228,-0.0290766,-0.199,-0.282,-0.561,0.997,-0.145,0.147747,5.108,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-1.6390,-0.126,-1.190,1.025,-0.226,-0.080,-1.3451,1,0,1,0,1,0,0,1,0,1,0,1,-0.562,1,0,-0.301,-0.109,0.168,0.418,0.659185,-0.199,-0.282,-0.106,0.997,0.187,0.659562,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,-0.095,0.207,0.12715,0,1,-0.350,-1.2598,-0.126,-0.036,-1.387,-0.074,-0.160,-1.0206,1,0,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,-0.512,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.561,-2.043,-1.472,-1.96349,-0.199,1.740,-0.671,-0.4062
Dropout,-0.295,1.163,-0.554,0.13248,0,1,0.531,0.0369,-0.126,-0.485,0.895,2.992,3.126,0.0844,1,0,1,0,1,0,1,0,0,1,0,1,0.888,1,0,-0.301,-0.512,1.125,-1.521,-2.1971,4.144,-0.282,-0.561,-0.776,-1.472,-1.96349,6.435,-0.813,-1.467,-1.3755
Dropout,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,0.1810,-0.126,-0.036,-0.213,-0.264,-0.239,-0.0123,0,1,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,0.294,0.168,-1.521,-2.1971,-0.199,-0.282,0.350,-0.016,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-0.095,-0.554,0.14072,0,1,-0.350,0.9393,-0.126,-0.036,1.025,-0.264,-0.278,0.3537,0,1,1,0,1,0,0,1,0,1,1,0,-0.299,1,0,-0.301,-0.512,0.407,-1.198,-0.132316,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,-1.1082,-0.126,1.118,0.960,-0.301,-0.239,-1.1725,1,0,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,1.163,-0.554,0.07093,0,1,-0.350,-0.1982,-0.126,-0.036,-0.213,-0.074,-0.239,-1.8631,1,0,1,0,1,0,1,0,0,1,1,0,0.756,1,0,-0.301,-0.109,0.168,-1.521,-2.1971,-0.199,-0.282,-0.106,-0.523,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-1.3357,-0.126,-0.036,0.960,-0.074,-0.080,-0.8755,1,0,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.311,-0.228,0.404529,-0.199,-0.282,-0.106,-0.523,-0.145,0.531608,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-1.011,0.207,0.14072,0,1,-0.350,-0.8048,-0.126,-1.190,1.025,-0.264,-0.239,-0.7305,1,0,1,0,1,0,0,1,0,1,1,0,-0.299,1,0,-0.301,-0.512,0.407,-0.552,0.125782,-0.199,-0.282,-0.561,0.237,-0.476,0.147747,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,1.335,-0.554,0.10340,0,1,-0.350,-0.9565,-0.126,-1.062,-1.322,-0.301,-0.397,-0.6960,1,0,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,2.241,0.294,1.125,0.741,0.358071,-0.199,1.803,0.350,-0.016,-0.145,0.19573,-0.199,0.876,-1.105,0.3472
Enrolled,-0.295,1.849,-0.554,0.54977,1,0,-0.350,-0.9565,-0.126,1.182,-1.256,-0.226,-0.318,0.0844,1,0,1,0,0,1,0,1,0,1,1,0,0.097,1,0,0.970,1.504,1.604,0.741,0.0151688,-0.199,1.281,1.716,0.744,1.514,0.446306,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-0.095,0.207,0.44412,0,1,-0.350,-0.9565,-0.126,-1.190,-1.387,-0.339,-0.239,0.0015,0,1,1,0,1,0,1,0,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.550,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,1.335,-0.554,0.07093,0,1,-0.350,0.5602,-0.126,-1.190,-1.256,-0.264,-0.358,0.8993,0,1,1,0,1,0,0,1,0,1,1,0,-0.035,1,0,-0.301,-0.109,1.364,0.095,0.280641,-0.199,-0.282,-0.106,0.997,0.187,0.367096,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-1.011,3.252,0.14072,0,1,-0.350,-0.4257,-0.126,-1.190,-0.213,-0.377,-0.199,-0.4819,0,1,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,-0.512,-0.550,0.095,0.404529,-0.199,-0.282,-0.561,-0.016,-0.476,0.467631,-0.199,-1.001,0.124,1.5456
Dropout,-0.295,-0.667,-0.554,0.19258,0,1,-0.154,-1.7148,-0.126,-0.036,-0.213,-0.301,-0.318,-1.1725,1,0,1,0,1,0,0,1,0,1,1,0,1.547,1,0,-0.301,-0.109,-0.311,-1.521,-2.1971,-0.199,-0.282,-0.106,-0.523,-1.472,-1.96349,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,1.1668,-0.126,-1.190,-1.387,-0.074,-0.080,0.0015,0,1,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,0.697,-0.072,0.741,0.454378,-0.199,-0.282,0.805,-0.016,0.851,0.501173,-0.199,-0.288,0.124,0.7658
Dropout,1.356,1.163,-0.554,0.18483,0,1,3.663,2.8352,-0.126,-0.036,1.025,-0.112,-0.120,2.2459,1,0,1,0,1,0,0,1,0,1,1,0,1.283,1,0,-0.301,-0.109,-0.550,-1.521,-2.1971,-0.199,-0.282,-0.561,-0.776,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,-0.554,0.44412,0,1,-0.350,1.0152,-0.126,-1.190,-1.256,-0.264,-0.397,0.5678,0,1,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.728012,-0.199,-0.282,-0.106,-0.523,0.519,0.49962,-0.199,-0.813,-1.467,-1.3755
Enrolled,-0.295,-1.011,-0.554,0.44412,0,1,-0.350,-0.4257,-0.126,-0.933,-1.256,-0.264,-0.278,-0.2885,0,1,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,-0.109,-0.311,0.418,0.315054,-0.199,-0.282,-0.106,0.237,-0.476,0.339678,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-0.095,-0.554,0.44412,0,1,-0.350,-0.5773,-0.126,-1.062,-1.256,-0.339,-0.318,-0.6200,0,1,1,0,1,0,0,1,0,1,1,0,-0.562,1,0,-0.301,-0.109,0.886,-0.228,0.0328669,-0.199,-0.282,-0.106,1.504,-0.476,0.147747,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,-0.095,2.491,0.44412,0,1,-0.350,0.4843,-0.126,1.182,-1.387,-0.264,-0.278,-0.2333,0,1,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.48712,-0.199,-0.282,-0.106,0.997,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,1.163,-0.554,0.54977,1,0,-0.350,0.0369,-0.126,1.118,0.960,-0.150,-0.080,-1.1034,1,0,1,0,1,0,1,0,0,1,1,0,0.624,1,0,-0.301,-0.512,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.561,-2.043,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,-0.554,0.14072,0,1,-0.350,1.0152,-0.126,-0.933,-1.387,-0.377,-0.239,1.2170,1,0,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.512,-0.790,0.095,0.48712,-0.199,-0.282,-0.561,-0.523,0.187,0.595585,-0.199,1.740,-0.671,-0.4062
Dropout,-0.295,-1.011,-0.554,0.44412,0,1,-0.350,-1.7907,-0.126,-1.126,-1.256,-0.301,-0.318,-1.0482,0,1,1,0,0,1,0,1,0,1,1,0,0.229,1,0,-0.301,-0.109,-0.072,0.418,0.19215,-0.199,-0.282,-0.106,0.237,0.519,0.257422,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,0.1810,-0.126,-1.190,1.025,-0.264,-0.199,-0.3369,1,0,0,1,0,1,1,0,0,1,1,0,-0.562,1,0,-0.301,-0.109,-0.550,-0.228,0.177402,-0.199,-0.282,-0.106,-0.523,0.187,0.147747,-0.199,-1.001,0.124,1.5456
